age,gender,nationality,num_unemployment,last_job_duration,education,num_moves,total_employment_duration,job_search_duration,wage,skill_level,industry,region,benefit_duration,training_participation,number_of_jobs,LTU
45,Female,Non-German,2,2.436395238626552,High,0,12.397876324136229,6.958358318822988,2988.584657924354,Medium,Services,Suburban,4,1,5,1
64,Female,German,0,3.196996696049362,Medium,4,5.297775362612843,6.290048344944988,2842.8066399365916,Low,Other,Urban,1,0,4,1
24,Male,German,1,3.308096155403544,High,1,6.103873856347654,8.116949544237928,2357.707807812857,Medium,Services,Suburban,2,0,2,0
61,Female,German,2,2.9152631789166543,Medium,2,11.659693920471325,6.5883350760032044,3027.8152116746146,Low,Manufacturing,Urban,0,0,1,1
25,Male,German,1,3.133185143503336,High,1,6.978967373351215,6.705941499445736,2791.8339989128467,Low,Services,Urban,0,1,1,0
64,Female,German,2,0.0,Medium,1,8.993039185961917,4.575421428387441,2303.575795017594,Medium,Services,Suburban,5,0,3,1
52,Female,Non-German,2,3.5124436721639563,Low,4,8.916379024849459,3.337787802517208,3127.592819534747,Medium,Manufacturing,Suburban,0,0,3,1
31,Female,German,4,3.966879783860078,Medium,0,5.304209352946369,5.174155709978939,3291.1770720448785,Low,Services,Urban,0,0,3,1
34,Male,German,1,5.676050805257702,Low,0,11.580390223680794,4.545630234694262,2729.2742223545474,Low,Other,Urban,4,1,5,0
53,Female,German,1,3.7374761185538614,Medium,3,7.753671251068837,5.666464738251029,3745.2553848510056,Low,Tech,Urban,0,0,4,1
57,Female,German,1,2.7385258665735237,Medium,1,2.4459590043310335,3.867923274229213,3211.1794475489264,Low,Manufacturing,Urban,0,0,3,1
21,Male,German,0,5.2098838444619435,Medium,2,4.430063923469584,7.684977474470279,1972.916890513089,Low,Other,Suburban,2,0,0,0
19,Male,Non-German,1,0.0,Low,1,0.0,4.538250146972979,4069.9151959309456,Medium,Services,Rural,2,1,7,1
23,Female,Non-German,1,1.9701029387457125,Low,2,8.207968128698578,5.272461957253699,3613.5903451040294,Medium,Manufacturing,Urban,4,0,3,0
59,Female,Non-German,0,1.4683800398825773,Medium,3,13.216265853395347,5.959615794052468,3801.4649690092247,Medium,Manufacturing,Urban,2,0,4,1
21,Female,German,0,2.930956400337378,High,3,3.8114006888801706,8.246353893203366,3320.402365490216,Medium,Manufacturing,Urban,2,1,4,1
46,Female,German,0,0.0,Medium,1,10.34215303335398,9.517385673909727,1129.8182875783834,Medium,Tech,Suburban,3,1,4,0
35,Female,German,3,5.639271324487437,Medium,1,9.722269536247634,9.65488388222759,3874.094873005461,Low,Manufacturing,Urban,2,0,1,0
43,Male,German,2,2.500380200631508,Medium,1,4.992489897649969,3.436408759297183,3048.6301466559867,Low,Manufacturing,Suburban,2,1,4,1
61,Male,Non-German,1,3.637593382317868,Medium,2,14.146136625272678,5.253719047590006,3282.575345464636,High,Tech,Urban,6,0,3,1
51,Male,German,4,3.4461824501197884,Low,2,6.9093582391003325,4.873227099095395,3432.3072382189316,Low,Services,Suburban,1,0,4,1
27,Female,German,2,5.524979789753901,Medium,4,16.041073519346213,6.740618255451218,4549.021690115651,Low,Tech,Rural,1,0,2,1
53,Male,German,0,0.0,Low,4,1.457284123999112,6.618565206427187,2563.021052427115,Low,Tech,Rural,0,0,5,1
31,Female,German,1,3.224642330939625,High,4,6.923457793635029,4.833996303268007,2583.6776078084395,Medium,Manufacturing,Rural,2,1,3,0
48,Female,Non-German,2,5.292356521409721,Low,2,7.398991903933373,4.676127182473248,2319.172382632346,Medium,Tech,Suburban,0,0,1,0
65,Female,German,0,2.8040271065586175,Medium,2,7.837547914717276,4.005132522496504,2144.045958883906,High,Manufacturing,Rural,2,0,4,1
32,Male,German,0,1.0974612137233963,Low,0,10.865323937153123,0.6916753085802876,2158.7750131322437,High,Services,Urban,4,0,6,0
25,Female,German,2,1.7922197686884285,Low,2,21.5925092706516,3.4036709329345274,1518.5882029836653,Medium,Services,Urban,2,0,1,1
31,Male,German,3,2.214115996387191,Medium,1,9.82026461413903,7.733549330369225,3341.3246484739807,Medium,Manufacturing,Urban,0,0,3,1
40,Female,Non-German,2,1.5578999409540217,Low,2,8.096960970501907,8.929408967482491,4590.245251809668,Low,Other,Suburban,4,0,2,1
57,Male,Non-German,2,2.694377765865281,Low,2,3.6152019057299123,8.695715174524981,4641.259457456176,Low,Services,Rural,0,0,6,1
38,Male,Non-German,1,6.0164948063700034,Medium,1,0.439574109384985,7.8184678843659405,2318.1055007663995,Low,Manufacturing,Urban,3,1,1,0
33,Female,Non-German,0,1.8052704689250347,Low,5,12.68104332547235,3.97611610697015,2782.2764978886094,Low,Other,Suburban,2,0,4,1
62,Male,German,1,2.0246520514420014,Low,1,5.812863376337161,3.6375551047832353,3986.673744360637,Low,Services,Suburban,0,0,2,0
35,Male,German,1,3.919561168100626,High,3,18.416633412982463,2.3779537142360168,3345.8775713662267,Low,Services,Rural,7,0,5,0
64,Female,German,0,2.650359272072248,Medium,2,11.472846473542223,4.833605684232559,3107.6125372756924,Medium,Services,Suburban,0,0,2,0
41,Female,German,1,0.34162973331023494,High,3,9.366237893791853,6.174212438611942,2794.6123369259453,High,Tech,Rural,13,1,1,0
43,Female,Non-German,1,2.877623124441957,High,4,9.57651558356844,3.9844314561646317,3942.6411559545686,Medium,Manufacturing,Urban,0,1,2,0
42,Female,German,1,2.802217135206149,Medium,1,9.615907060221861,6.862176147274203,2141.5592330348272,High,Services,Urban,0,0,5,0
62,Female,Non-German,2,4.951356690876306,Low,0,5.22173221854492,7.303715539031202,3384.700052356773,Medium,Services,Suburban,0,0,2,1
58,Male,German,3,1.0556952035946774,Medium,4,0.9939891847185969,5.051019110503256,3275.9470740180896,Medium,Manufacturing,Urban,0,0,2,1
46,Male,German,1,4.964638965510886,High,3,5.797259493936641,3.3199645441528958,3034.6975653466798,Medium,Tech,Urban,3,0,3,0
32,Male,German,2,2.804338375800113,Medium,1,7.926575103225052,8.761853127602595,3630.183725946869,Low,Services,Suburban,3,0,4,0
62,Female,Non-German,4,0.7841166581700083,Medium,2,5.408730795087642,6.070284449241744,3026.989835946241,Low,Services,Suburban,4,1,2,1
18,Female,German,2,0.3824433758461425,Low,4,2.8556658001602058,9.882412016531845,2572.377928050042,High,Manufacturing,Suburban,0,1,4,0
42,Male,German,0,6.868777055817059,High,3,5.0071587401501,6.184758298784137,3074.009047185714,High,Tech,Urban,1,0,4,0
24,Male,German,2,2.6801679543291193,Medium,1,12.142929867891766,6.324425834492448,1726.3170642897385,Low,Tech,Suburban,3,1,3,1
26,Female,German,3,4.873008233460976,High,0,10.99278313757659,4.071006360020796,3490.1717849572533,Low,Services,Urban,1,1,7,0
41,Male,German,1,0.0,Low,4,8.685639183614022,5.152913333218439,3694.5834027996593,Medium,Services,Urban,3,1,0,1
18,Female,Non-German,1,8.275389775927803,Low,1,10.348391705201184,2.8823944611641648,2474.708374843075,Low,Manufacturing,Suburban,3,1,4,1
61,Female,German,1,4.7864892567342565,Low,1,3.4722661296226685,3.3127512734304436,2284.391022705381,Medium,Services,Urban,0,0,5,1
25,Female,German,2,2.489119571689582,Medium,3,4.818300832980776,7.4823300946530775,2504.1986746631355,Low,Manufacturing,Urban,4,0,3,1
41,Male,German,4,2.3876682842889805,Low,3,9.244060297512766,5.4348332337660334,2949.581618096088,Medium,Services,Suburban,3,1,0,0
28,Female,German,4,4.469196256605992,Low,2,3.9819646762687064,5.1546839427657565,3172.7087664284777,Low,Services,Urban,3,1,5,1
34,Female,Non-German,1,4.354363373450094,High,0,8.433592992352839,4.519148038625747,4292.393555112065,Medium,Other,Rural,0,1,4,1
25,Female,German,1,3.3650585607948775,Low,3,2.9499016237889046,5.228952591112776,4191.272812888924,Low,Services,Suburban,0,0,1,1
52,Female,German,6,3.021757516404461,High,1,1.401548282265546,8.266126883214344,3665.2341320580267,Medium,Tech,Rural,1,0,0,1
52,Female,German,1,4.122134168051833,Medium,1,10.94431502417951,6.288443513745338,3097.0085298793474,High,Services,Urban,0,0,3,0
50,Female,Non-German,2,0.0,High,2,12.108183408711042,3.6399702398114266,2258.4607311203135,Medium,Other,Suburban,0,0,4,1
22,Male,Non-German,0,2.257450574771494,Medium,1,5.4767160243702335,8.060769387777986,4343.709786737009,High,Services,Urban,4,0,4,0
59,Female,German,1,0.0,High,1,1.9181496701164544,9.450077179596033,2801.886295454153,High,Services,Rural,3,0,1,1
56,Female,German,3,4.20918468940501,High,2,0.0,6.989409336100446,3225.0993071482017,High,Tech,Urban,2,0,2,0
58,Male,German,4,1.6483720579333614,Low,1,15.368000598137721,7.782580423577655,3501.881910835493,Medium,Manufacturing,Urban,0,0,1,0
45,Female,Non-German,3,0.0,Low,3,8.445563414019839,8.441565834737863,3049.276684298142,Medium,Manufacturing,Rural,7,0,1,0
24,Female,German,2,1.4124269519620607,Low,1,5.568026811327011,2.6867901630312154,3920.8778763590576,High,Manufacturing,Urban,0,0,0,1
26,Female,German,0,3.2987124029315704,Medium,1,6.544353744690085,9.728540735771343,3364.3135552820154,Low,Tech,Urban,4,0,4,0
25,Male,German,1,2.58954323488838,High,4,0.3466709994042798,8.197628141354404,3790.9108177114094,Medium,Manufacturing,Urban,10,0,3,1
29,Male,German,1,0.6536868819344535,Medium,1,10.479593895064927,6.977709401825856,3357.87644744507,High,Tech,Suburban,3,1,1,0
51,Female,German,3,0.0,Medium,3,16.00043076754134,5.749078921695658,2969.680270225148,Medium,Services,Urban,14,0,5,1
50,Female,Non-German,4,3.1478655740610044,Low,1,4.868971964482492,3.3255151681623096,3059.3484892177325,High,Manufacturing,Urban,3,0,5,1
65,Male,German,1,1.8384637864990783,High,0,17.53382814658746,5.337197792607473,2950.2076173407986,Medium,Services,Urban,0,1,3,1
40,Female,German,1,2.4838385802718985,High,3,7.534380402155597,6.896794033059229,1972.57134525644,High,Manufacturing,Suburban,0,0,7,0
41,Female,German,1,2.6806296250234007,Low,1,14.66701251417468,3.7912832419207705,2199.3444312131064,Medium,Services,Suburban,1,1,1,0
54,Female,Non-German,1,3.8601313743506367,Medium,0,9.22888417718276,5.86050546523853,3592.4380286589453,Medium,Services,Urban,0,0,3,0
52,Female,German,2,4.693893003539825,Low,3,9.224524756019981,3.632917258378152,1992.5029800272296,Medium,Services,Urban,3,1,5,1
61,Male,Non-German,2,3.293018401916886,Medium,1,15.375702970061145,5.230751647871639,2676.621367699851,High,Manufacturing,Urban,0,0,2,1
57,Male,German,2,2.3590749004807123,Medium,1,11.130815754407402,3.2947452674852284,2159.917144426666,High,Services,Urban,5,1,2,1
39,Male,German,3,3.0495270761916053,Low,4,9.499392313331283,3.084447824405598,2633.8248415689454,High,Tech,Urban,1,1,2,1
44,Female,German,1,2.3215260654807572,Medium,2,0.2346526477125792,6.680178822927807,2875.7845567169925,Medium,Tech,Urban,1,0,5,0
52,Male,German,2,0.0,Medium,3,1.9711657365750597,4.840484883199101,2675.012993306819,Medium,Tech,Suburban,10,0,2,0
18,Male,German,1,5.18389234257915,Medium,2,9.834219896075684,5.028418807183041,1857.3084581999417,Low,Manufacturing,Rural,0,0,1,0
52,Male,Non-German,2,4.806877724975608,Medium,1,13.871133221484968,4.73311273045824,2851.5755981228285,High,Tech,Urban,3,0,3,1
54,Female,German,1,6.976667987161193,Low,0,8.513804268985172,11.446235975252863,2232.8830708416826,Medium,Services,Suburban,4,0,3,0
64,Female,German,1,7.560998612955216,Medium,2,5.634781444484217,7.214734171411575,2490.754232219119,Low,Manufacturing,Suburban,0,1,1,1
31,Male,German,2,0.6479597354944793,Medium,0,0.6433184433135724,7.429487078335414,3592.416122639996,Low,Tech,Suburban,2,0,5,0
20,Male,Non-German,1,2.329200159242343,Medium,3,4.8656597700648705,4.449168927386879,3764.314397165886,High,Other,Rural,1,0,2,0
18,Female,Non-German,1,8.023079193740285,Low,1,8.523924516788144,7.009501377142661,1951.2233314216878,High,Services,Urban,4,1,4,1
22,Male,German,0,2.9188987688355303,Medium,0,4.574173391016956,5.544557993843827,4254.9327176625175,High,Manufacturing,Urban,2,0,5,0
43,Male,Non-German,1,3.4884218050935036,High,1,4.1422149184101364,4.43310051819921,2591.9307386248174,Medium,Services,Suburban,1,0,4,1
31,Male,German,1,0.0,Low,1,7.795530946093446,9.85818280243714,2519.1919034944867,Medium,Services,Urban,4,1,5,0
56,Male,German,2,3.3005772631535484,Medium,4,13.79364668048956,7.14558272441925,2286.6761701273754,Medium,Tech,Urban,0,1,4,0
44,Male,Non-German,0,6.863880749518178,Low,3,10.73887755155367,7.044677260944372,3044.7296599892293,Low,Manufacturing,Urban,4,0,4,1
26,Male,Non-German,2,5.573251620207056,Medium,3,9.143487141480463,4.056532758456555,4585.2402000391485,High,Tech,Urban,6,1,2,1
32,Male,German,3,1.7800307569629132,Low,1,8.753945523041684,3.4595815132261065,1768.2724648376893,Low,Services,Suburban,6,0,6,1
32,Female,German,0,2.2073672668631676,Medium,2,10.204706809428558,5.884897059523681,1354.4909892627402,Medium,Tech,Urban,4,0,0,0
43,Male,German,2,0.7381994150114735,Medium,3,7.559473696869239,4.852971958959143,3214.808420597671,Medium,Other,Urban,1,0,1,1
59,Female,Non-German,2,1.2976737195005883,Medium,3,6.355673529286064,7.225281885175415,3455.4713383402386,Medium,Services,Urban,12,0,0,1
30,Female,German,1,0.0,Medium,4,10.952775837033085,7.358521761777429,3042.137767852175,High,Services,Urban,1,0,2,1
49,Male,German,2,2.8303606506805146,Medium,0,7.098418871350708,6.131006536238687,3476.6395803330656,Low,Tech,Rural,3,0,1,1
56,Female,German,0,6.020221359860821,Medium,0,3.245610390129462,7.6554263471655055,2094.9912052879686,Medium,Services,Urban,0,1,2,0
49,Male,German,3,3.7108638481874987,Low,3,13.773200040519153,6.386608796211986,2244.104182163396,Low,Services,Rural,11,0,8,1
21,Female,German,3,5.732477979931465,Low,2,0.520290819807669,4.256620768862382,3099.166346004717,Low,Services,Suburban,3,1,5,1
47,Male,Non-German,0,5.146498801851997,High,1,14.073291298269256,5.603450566571357,4406.455488583059,Medium,Manufacturing,Suburban,4,0,2,0
54,Male,German,1,1.9063838208547437,Low,1,10.02582098603105,6.271466085174204,3448.5445280720405,Low,Tech,Urban,0,1,1,1
40,Male,German,2,1.480986677187103,Medium,1,4.123397069042694,7.857850121283693,3485.7631917953963,Medium,Manufacturing,Urban,4,0,2,0
56,Female,German,1,1.557630886297089,High,3,8.097018215547966,6.449901688878307,2141.0588035461997,Medium,Other,Rural,4,0,5,1
62,Female,Non-German,2,0.0,Low,1,6.28454639721093,4.857098790691497,3337.9240662655375,Low,Services,Rural,3,0,5,1
32,Female,German,0,3.064660465591149,Medium,0,11.230902913420191,7.93234261189531,2054.280600958562,Low,Tech,Urban,1,1,2,0
60,Male,German,1,0.0,Medium,1,11.151725009984212,6.7615116914958655,4414.205886368169,Medium,Services,Urban,2,1,4,1
46,Female,Non-German,3,4.182831018572772,High,5,9.845454084320373,9.091347451173323,2190.4581525093013,High,Services,Urban,0,0,1,1
53,Male,Non-German,2,3.1437618714377495,High,1,10.985532323934258,6.174554937904432,2362.8155052013103,Medium,Services,Rural,1,0,1,0
30,Female,Non-German,3,3.94287973298968,Medium,0,7.540670299655115,3.925342572460561,1821.539485548309,Medium,Tech,Urban,0,0,1,0
49,Male,Non-German,1,5.11403256589627,Low,3,15.046700380775913,8.353958727096973,3068.6530556451157,Medium,Services,Suburban,1,1,5,1
24,Male,German,0,3.397589176677707,Medium,2,12.894427533830505,4.846420073073496,3035.033318290487,Medium,Tech,Suburban,0,1,2,0
39,Male,Non-German,2,6.263143475309512,Medium,1,6.091977126714574,6.590848254001524,4210.59286494137,Low,Services,Suburban,0,1,4,1
45,Male,German,1,4.24389162190442,Medium,1,11.243446864132899,6.37143337873793,3621.131934910745,Medium,Services,Suburban,0,1,4,0
19,Female,Non-German,1,1.4857463063678997,Low,4,10.894329143640228,6.091258659975728,2367.38662939596,Medium,Tech,Urban,7,1,5,1
59,Male,Non-German,0,2.5245779157082424,Low,1,6.960953378849296,5.660360055645602,3698.7164291338268,Medium,Manufacturing,Rural,2,0,4,1
62,Female,Non-German,2,0.0,Medium,2,6.646973423011692,2.6957117362223664,2005.1874621407264,Medium,Services,Suburban,1,1,3,1
23,Male,German,1,1.195619119055668,Medium,2,12.858032047111216,3.9957921507391387,2425.3175689354857,High,Services,Suburban,2,1,3,0
45,Female,German,6,2.2380071881332184,Medium,1,7.941224987897761,8.244264644460952,3094.7676389913763,Low,Services,Urban,2,1,3,1
45,Male,German,3,4.092547219115332,Medium,4,9.040687561345816,6.85760143554852,2094.4908971739214,High,Services,Suburban,7,0,5,0
61,Male,Non-German,0,1.499277942916378,High,1,13.604416261856326,9.818594101252927,3851.7270803265137,Medium,Services,Urban,0,0,4,0
61,Female,Non-German,2,0.5074719721311389,Medium,0,18.133356002791373,3.9245903559310493,4823.450267878417,Medium,Manufacturing,Urban,1,0,3,1
37,Male,German,1,0.0,Low,2,5.893500212077744,5.938687789295124,2764.38232734989,Low,Tech,Suburban,11,0,2,1
47,Male,German,2,1.8071649628133637,Low,0,7.116398996315572,8.326387037922753,2478.650465047038,Medium,Other,Suburban,1,0,4,1
28,Female,German,3,6.901703604735859,Low,3,8.296016047771461,4.868352979292643,2896.3283114607634,Medium,Services,Suburban,0,0,5,1
45,Female,Non-German,2,3.5422140697940656,High,0,8.386945730952057,5.02926591177816,2554.1021371903958,Medium,Services,Urban,0,0,1,0
42,Male,Non-German,2,4.879158824710358,Medium,5,9.505419554447563,5.413320270722526,3209.3843505551067,Low,Manufacturing,Suburban,0,0,5,1
56,Male,German,2,1.1998915346715013,Medium,3,6.039285967451996,5.1093044100068985,1942.0764154377391,Medium,Tech,Urban,13,0,5,0
50,Female,German,0,0.0,Medium,1,2.9352359215486956,7.063594796961245,3254.8051188810996,Low,Services,Suburban,0,0,2,1
18,Male,Non-German,1,0.557845071823865,Medium,2,15.015300979398992,2.4395796603681448,4529.53859085586,High,Services,Urban,7,1,2,0
44,Male,Non-German,0,2.8057377816847255,High,2,10.44833000321513,9.285451814795932,1398.2859574075594,High,Other,Suburban,16,1,2,0
30,Male,German,2,0.0,Medium,2,6.325857066642048,4.080673346889112,2065.082056047751,Low,Services,Rural,2,0,2,0
58,Female,German,2,0.9868191671804585,Low,1,9.74845203168293,1.7656566240097673,2643.954124890198,High,Tech,Urban,0,1,4,0
20,Female,German,1,1.8272786280574127,Low,4,15.331802103815019,5.979521204365551,3433.514256380725,High,Services,Urban,0,1,3,1
56,Male,German,0,0.3581493878733979,Medium,1,4.847913524897377,5.245198071893035,3712.305676612038,Medium,Manufacturing,Suburban,1,0,1,0
23,Male,German,0,0.0,High,4,8.84456085230784,5.644040502334774,3647.9475940006687,Medium,Tech,Suburban,1,0,5,0
25,Male,German,0,3.579307396419516,Medium,0,2.440541036393882,6.625153150671128,1646.6385419240044,Medium,Manufacturing,Suburban,2,0,2,0
44,Female,Non-German,4,3.09174288976913,High,2,7.526633504504713,7.289682579108451,2460.5233387229605,Medium,Tech,Suburban,1,0,3,1
26,Male,German,1,4.558059735260259,Medium,2,10.466381544458228,9.373302707335794,2279.746473505533,Medium,Manufacturing,Urban,8,1,0,0
54,Male,Non-German,1,0.7791485014951149,Low,1,3.5411069761799663,4.619718324902211,2947.8408925201406,Medium,Tech,Urban,2,0,1,1
50,Female,German,1,4.519845486094943,Low,4,7.251194523566094,7.54858211632872,3014.624068607057,Medium,Manufacturing,Urban,3,0,3,1
59,Male,German,3,6.058608388973772,Low,2,11.199709198119667,7.417872902137434,1904.6183092235378,Low,Services,Urban,6,1,2,1
61,Female,German,3,3.5244294644737097,Medium,4,10.356800528930357,0.7184287288491911,2648.3565159313916,High,Services,Suburban,0,0,2,0
41,Male,German,3,1.7801274111066792,Low,2,3.3694732762845554,4.333611194928253,3464.414836476564,Medium,Services,Urban,0,1,3,1
32,Male,Non-German,1,3.2901612990184876,Medium,3,9.495099499608958,3.4260388714384775,2497.335332328359,Medium,Services,Rural,0,0,2,0
49,Male,Non-German,1,1.6844252214088455,Medium,3,10.234875348749512,6.895785717115848,2839.8133316879785,High,Services,Rural,0,0,3,1
49,Female,German,5,1.3514328846424968,Medium,1,8.431942066744122,6.675651831863977,4357.511855664512,Medium,Services,Rural,2,0,5,1
41,Female,German,1,4.366520779006652,Low,0,12.357357237266767,6.715855399969765,4592.02361081534,Medium,Services,Rural,1,0,3,0
58,Female,Non-German,1,2.7218993604256028,Medium,1,5.64221072544123,5.388815464971168,1270.911125899713,High,Services,Urban,1,0,5,0
29,Male,German,1,5.4101913069000584,Medium,2,9.649937851166051,5.590486881839691,3091.1180575987837,High,Services,Rural,12,0,4,0
56,Female,German,0,2.11515402151286,Medium,2,3.3391988517870574,5.942838496777854,5333.626216966924,Low,Manufacturing,Urban,0,0,4,1
19,Male,Non-German,0,2.3176508386599783,High,4,1.5974966272664837,5.197773457474141,3383.077494266061,Medium,Other,Urban,2,0,4,0
